ID;SEX;CHILD_BOOL;REALTY_BOOL;HAVE_ACCOUNT_BOOL;EMAIL_BOOL;DCI;PROFIT_FAMILY;UCI;FOREIGN_PASSPORT_BOOL;SIML;EDUCATION;TRANSPORT_AMOUNT;target;sample
535;0;0;1;0;0;7123,5601;17123,5605;0;0;71;6;0;1;Train
536;1;0;1;1;1;0;10474,9199;0;0;0;4;0;1;Train
538;0;0;0;0;0;3939,6499;6939,6499;3000;0;12;4;0;1;Train
539;1;0;0;1;0;0;25000;0;0;0;5;0;1;Train
540;1;1;1;0;0;14263,2402;40000;0;1;98;5;1;1;Train
541;1;1;0;0;0;13420,0801;18420,0801;15000;0;14;5;0;1;Train
542;1;0;1;0;1;22883,7305;22883,7305;0;0;85;3;0;1;Train
543;1;1;1;0;0;17075,7793;53000;0;0;85;5;2;1;Train
545;1;0;0;0;0;18574,5391;18574,5391;0;0;59;5;0;1;Train
547;0;0;0;0;0;4202,5801;4202,5801;0;0;8;6;0;1;Train
548;0;1;1;0;1;9837,0801;29837,0801;0;0;65;3;0;1;Train
549;0;1;1;0;0;8650,3301;8650,3301;0;0;277;4;0;1;Train
550;1;-1;0;0;0;0;0;0;0;0;6;0;1;Train
551;1;0;0;0;0;37982;37982;0;0;49;3;0;1;Train
552;1;0;0;1;0;0;16000;3000;0;0;5;0;1;Train
553;1;0;1;0;0;10657,2197;10657,2197;0;0;60;6;0;1;Train
555;1;0;1;0;0;17432,4609;51000;16000;0;54;5;0;1;Train
557;1;1;0;0;0;10831,7002;98000;0;0;65;3;0;1;Train
558;1;1;0;0;0;37813,2109;40000;0;0;18;6;0;1;Train
559;0;1;1;0;0;16234,9004;16200;0;0;51;5;0;1;Train
561;1;1;1;0;0;11084,8896;19084,8906;0;0;53;6;1;1;Train
563;1;1;1;1;0;0;32000;15000;0;87;5;1;1;Train
564;0;1;0;0;0;9748,5996;25740;6000;1;60;5;0;1;Train
567;0;0;0;0;1;21774,75;85000;0;0;62;3;1;1;Train
568;0;0;1;0;0;5116,2598;11000;5000;0;59;3;0;1;Train
569;0;0;0;0;1;18251,5898;20000;0;0;15;4;0;1;Train
570;0;1;0;0;0;9912,3604;24920;0;0;60;5;0;1;Train
571;1;0;0;0;0;9463;9463;0;0;0;4;0;1;Train
573;1;0;0;0;1;35851,3984;65000;0;0;18;3;0;1;Train
574;1;0;1;0;0;22856,7207;22856,7207;0;0;256;5;1;1;Train
579;0;0;0;0;0;9565,6299;30000;0;0;27;3;0;1;Train
581;1;0;0;0;0;9666,0703;9666,0703;0;0;12;4;0;1;Train
582;1;0;1;1;0;0;20037,3008;0;0;11;5;0;1;Train
583;1;1;0;0;0;18438,7891;18438,7891;0;0;26;3;0;1;Train
584;1;0;0;0;0;15660;80000;50000;0;28;5;0;1;Train
588;1;0;0;0;0;5039,8301;30039,8301;25000;0;336;5;1;1;Train
590;0;1;1;0;0;10154,4199;50000;0;0;174;5;0;1;Train
591;0;1;0;0;0;6085,6699;25000;1500;0;16;4;0;1;Train
592;1;1;1;0;0;22374,6699;35374,6719;0;0;22;5;2;1;Train
595;0;1;1;0;0;19374,4707;40000;0;0;120;3;0;1;Train
598;0;1;0;0;0;16194,8203;21694,8203;5000;0;84;5;0;1;Train
599;1;0;0;0;0;7614,6602;40000;0;0;27;4;1;1;Train
601;0;0;0;0;0;5582,5;6400;0;0;6;5;0;1;Train
602;0;1;1;0;0;8700;13700;5000;0;60;5;0;1;Train
603;1;0;1;0;0;12898,96;12898,96;0;0;17;5;0;1;Train
605;0;0;0;0;0;6566,7998;6566,7998;0;0;14;6;0;1;Train
606;1;0;0;0;0;18394,5508;30000;0;0;24;3;1;1;Train
608;1;1;0;0;0;38998,6406;51000;0;1;33;3;1;1;Train
609;0;1;1;0;0;40101,7383;90101,7422;0;0;101;3;0;1;Train
610;0;1;0;0;0;27090,3496;77090,3516;0;0;53;3;0;1;Train
612;1;1;0;0;0;8238,71;9000;0;0;13;5;0;1;Train
613;1;0;0;1;0;0;80000;5000;0;0;4;0;1;Train
615;1;0;0;0;0;13422,1904;15000;0;0;60;5;0;1;Train
616;1;0;0;0;0;12180;14000;0;0;15;6;0;1;Train
619;0;1;1;0;0;4021,51;25000;8900;0;10;5;0;1;Train
620;1;0;1;0;1;34652,5195;34652,5195;0;0;24;3;0;1;Train
621;1;0;0;0;0;13343,9902;13343,9902;0;0;17;4;1;1;Train
623;0;0;0;0;0;22815,6309;26000;0;0;7;5;1;1;Train
624;1;1;0;0;1;21750;40000;5000;0;36;6;0;1;Train
625;0;0;1;1;0;4873;14873;4873;0;7;4;0;1;Train
626;1;1;0;0;0;65236,75;90000;0;0;15;6;0;1;Train
628;0;1;1;0;0;9309;15000;0;0;29;5;0;1;Train
629;1;0;1;0;0;29422;29422;0;0;48;5;0;1;Train
630;0;1;1;0;0;16957,4492;26957,4492;10000;0;12;5;0;1;Train
632;1;0;0;0;1;27098,5996;27098,5996;0;0;18;5;0;1;Train
633;1;0;0;0;0;20984,9395;20984,9395;0;0;18;4;1;1;Train
637;0;1;1;0;0;8355,4004;40000;0;0;9;4;1;1;Train
640;1;0;1;0;0;8070,0801;8070,0801;0;0;44;5;0;1;Train
641;0;1;1;0;0;6034,1401;25000;0;0;128;5;0;1;Train
643;1;1;1;0;0;52983;52983;0;0;13;3;1;1;Train
644;1;0;0;0;0;47212;60000;0;0;32;5;0;1;Train
645;0;0;0;0;1;4480,5601;9480,5596;5000;0;31;5;0;1;Train
646;1;1;1;0;0;18834,6309;53834,6289;15000;0;41;5;1;1;Train
647;1;0;0;1;0;0;42000;0;0;0;5;0;1;Train
648;1;0;0;0;0;7012,6699;10012,6699;3000;0;14;5;0;1;Train
651;1;0;1;0;0;22925,5391;22925,5391;0;0;138;5;1;1;Train
653;1;0;0;0;1;22707;22707;0;0;9;6;0;1;Train
654;0;1;1;0;0;21415,0508;80000;20000;0;60;5;0;1;Train
655;1;0;0;0;0;22738,0898;22712,4805;0;0;11;4;0;1;Train
657;0;0;1;0;0;16581,3594;42000;0;0;21;6;0;1;Train
658;1;0;0;0;1;53302,1602;53302,1602;0;0;15;3;0;1;Train
659;0;0;1;0;0;13434,6504;13434,6504;0;0;10;5;0;1;Train
661;0;0;0;0;0;10550,0596;10550,0596;0;0;25;6;0;1;Train
662;1;1;1;0;0;75690;120000;0;0;65;5;1;1;Train
663;1;0;0;0;1;4699,1001;560;0;0;30;6;0;1;Train
664;1;0;0;0;1;58072,5;58072,5;0;0;16;4;0;1;Train
665;0;0;1;0;1;21990,0703;46990,0703;0;0;42;3;0;1;Train
666;1;1;1;0;0;6960;39000;10000;0;19;5;0;1;Train
667;0;0;1;0;0;3822,2;3822,2;0;0;131;6;0;1;Train
668;1;0;0;0;0;20911,5508;25911,5508;5000;0;60;5;0;1;Train
669;1;1;1;0;0;36948,4414;50000;0;0;192;5;0;1;Train
670;1;1;0;0;0;35250;40000;0;1;28;4;1;1;Train
671;1;1;0;1;1;0;30000;0;0;0;6;0;1;Train
672;0;0;1;0;0;1984;6000;0;0;42;6;0;1;Train
674;0;1;1;0;0;6347,3901;26347,3906;0;0;47;6;0;1;Train
675;1;1;0;0;0;16302,8398;16302,8398;0;0;7;6;0;1;Train
677;1;0;1;0;1;33355,4609;49355,4609;0;0;48;3;0;1;Train
678;0;0;1;0;0;500;20500;20000;0;48;5;0;1;Train
679;0;1;0;0;0;7131;7131;0;0;41;5;0;1;Train
681;1;0;1;0;0;9457;9457;0;0;30;5;0;1;Train
682;1;0;0;0;1;10440;55440;45000;0;33;3;0;1;Train
683;0;0;1;0;0;15949,2803;19000;0;0;29;3;0;1;Train
684;1;0;1;1;0;0;16000;0;0;0;5;0;1;Train
685;0;0;0;1;0;9111,5;9500;0;0;10;5;0;1;Train
686;0;1;0;0;1;47371;80000;0;0;18;4;0;1;Train
687;0;0;0;0;1;10440;10440;0;0;9;4;0;1;Train
688;1;1;0;0;0;4045,5;29045,5;25000;0;13;5;0;1;Train
689;0;1;0;0;0;5376,7998;5376;0;0;60;5;0;1;Train
690;0;1;0;0;0;7685,8901;7685,8901;0;0;70;5;0;1;Train
691;0;0;1;0;1;23717,6406;23717,6406;0;0;13;4;0;1;Train
692;0;1;1;0;0;7995,8301;25000;0;0;181;5;0;1;Train
693;1;0;0;0;0;8954,3301;16500;0;0;16;5;0;1;Train
695;1;0;0;0;1;13707;50000;0;0;0;6;0;1;Train
696;1;0;0;0;0;23185,9102;23185,9102;0;0;8;6;0;1;Train
697;0;1;0;0;0;5540;5540;0;0;19;5;0;1;Train
698;0;1;1;0;0;26805,6797;26805,6797;0;0;318;3;0;1;Train
699;0;1;0;0;1;5293,25;5293,25;0;0;54;6;0;1;Train
702;1;0;0;0;0;16633,75;16633,75;0;0;54;4;0;1;Train
703;1;1;1;1;1;0;12500;2500;0;0;6;0;1;Train
704;0;0;0;0;0;4232,1699;4232,1699;0;0;0;5;0;1;Train
705;0;1;0;0;0;7476;30876;3400;0;0;4;0;1;Train
706;0;0;0;1;0;0;21000;0;0;0;4;0;1;Train
707;0;0;0;0;0;1725;11035;10000;0;0;5;0;1;Train
708;0;1;0;0;0;9990,9199;9990,9199;0;0;6;5;0;1;Train
709;0;0;1;0;0;4517,0498;4517,0498;0;0;88;6;0;1;Train
710;1;0;0;0;0;400;24400;24000;0;13;4;1;1;Train
712;1;1;0;0;0;17008,5;25000;0;0;16;6;0;1;Train
714;1;0;0;0;0;1320;1320;0;0;0;4;0;1;Train
716;1;1;0;0;1;97839,8906;117839,8906;20000;1;79;3;0;1;Train
717;0;0;0;0;1;10605,4697;10605,4697;0;1;27;4;0;1;Train
719;1;1;0;0;0;6926,7998;11600;0;0;14;6;0;1;Train
720;1;0;1;0;0;8165,8799;8165,8799;0;0;60;6;0;1;Train
721;0;0;0;1;0;0;10000;0;0;0;4;0;1;Train
723;1;0;1;0;0;4517,3799;4517,3799;0;0;0;6;0;1;Train
724;1;1;1;0;0;14730,2002;23730,1992;0;0;22;5;0;1;Train
726;1;0;0;0;1;9926,4404;11926,4404;2000;0;20;3;0;1;Train
728;0;0;0;0;0;8062;11000;0;0;0;6;0;1;Train
730;1;0;0;1;0;0;25000;0;0;0;4;0;1;Train
731;1;1;0;0;0;8213,54;18213,5391;0;0;29;6;0;1;Train
732;0;0;0;0;1;11802,6104;11802,6104;0;0;16;3;0;1;Train
734;0;0;1;1;0;0;15000;0;0;0;4;0;1;Train
735;0;1;0;0;0;20121,9492;20121,9492;0;0;13;5;0;1;Train
736;1;1;0;0;0;6368,2202;20000;5000;0;7;5;0;1;Train
738;0;0;0;1;0;0;20000;0;0;0;5;0;1;Train
740;1;0;0;1;0;0;7399,3301;0;0;0;4;0;1;Train
741;1;0;0;0;1;6914,8101;11914,8096;5000;0;40;4;1;1;Train
742;0;0;0;0;1;3000;20000;17000;0;0;4;0;1;Train
743;0;0;0;0;0;13221,4102;10000;0;0;49;6;0;1;Train
744;0;1;0;0;0;15897,9199;15897,9199;0;0;13;5;0;1;Train
745;1;0;0;0;0;4345,7998;9345,7998;5000;0;60;6;0;1;Train
747;1;0;0;0;1;9021,8096;9021,8096;0;0;48;4;1;1;Train
748;0;1;1;0;1;68870;106620;37747;0;22;6;0;1;Train
749;1;0;1;0;0;19555,9395;19555,9395;0;0;164;3;0;1;Train
751;1;1;1;0;0;17346,4102;36015,4609;0;0;70;6;0;1;Train
753;1;0;1;1;0;0;14648,8496;0;0;0;5;0;1;Train
754;1;0;0;0;0;1800;1800;0;1;48;4;0;1;Train
755;0;1;0;0;0;6630,7002;18130,6992;11500;0;18;7;0;1;Train
756;1;1;0;0;0;27505,2793;42000;0;0;7;6;0;1;Train
757;1;0;1;0;1;38480,5;60900;20000;0;55;5;0;1;Train
758;0;0;0;0;0;13244,2803;28244,2793;15000;0;15;4;0;1;Train
759;0;0;0;0;0;18270;21000;0;0;21;3;0;1;Train
760;1;0;1;0;0;8610,0303;10110,0303;1500;0;60;6;0;1;Train
761;1;0;0;1;0;0;9036,3701;0;0;0;7;0;1;Train
762;1;0;0;0;0;21647;21647;0;0;56;6;0;1;Train
764;1;0;0;0;0;5770;5770;0;0;0;4;0;1;Train
766;1;0;0;0;0;10440;10440;0;0;99;3;0;1;Train
767;1;0;0;0;1;1200;1200;0;0;0;4;0;1;Train
770;0;1;0;0;0;5827,9199;12500;3000;0;11;5;0;1;Train
771;0;1;0;0;0;11268,9297;20000;0;0;19;6;0;1;Train
772;1;0;0;0;0;9820,3301;40000;30000;0;17;5;0;1;Train
773;1;0;0;0;0;2003;2003;0;0;24;5;0;1;Train
775;0;0;0;0;0;51313,5508;51313,5508;0;0;12;4;0;1;Train
776;0;0;0;1;0;0;30000;0;0;0;4;0;1;Train
777;0;1;1;1;0;0;43500;30000;0;0;5;0;1;Train
778;1;0;1;1;0;0;20000;0;0;17;5;0;1;Train
779;0;1;0;1;0;0;50000;0;0;0;5;0;1;Train
780;1;0;0;0;0;421,67;10421,6699;10000;0;0;6;0;1;Train
782;0;0;1;0;1;12000;12000;0;0;12;6;0;1;Train
783;0;1;1;0;0;5346,7002;20000;0;0;0;6;0;1;Train
784;0;0;0;0;0;7351,3599;12351,3604;5000;0;6;4;0;1;Train
785;1;0;0;0;1;18249,0391;35000;1900;0;15;6;1;1;Train
786;1;0;0;0;0;34762,2891;34762,2891;0;1;16;3;0;1;Train
788;1;0;1;0;0;6888;6888;0;0;0;6;0;1;Train
790;0;0;1;0;1;38307,2812;65000;0;0;73;3;1;1;Train
792;0;1;0;0;0;8616,3896;23616,3594;0;0;87;5;0;1;Train
793;0;0;0;0;0;4938,5298;4938,5298;0;0;60;6;0;1;Train
795;1;0;0;0;1;30002,0996;63000;8000;0;11;4;0;1;Train
796;0;0;0;0;0;5386,79;30000;0;0;42;3;0;1;Train
798;1;0;1;0;0;5164,2402;30000;9000;0;6;3;0;1;Train
800;1;0;0;0;0;17857,7793;17857,7793;0;1;38;4;0;1;Train
801;1;1;0;0;0;56315,2305;98815,2266;12500;1;27;2;0;1;Train
803;1;0;1;0;1;46487;46487;0;0;33;4;0;1;Train
805;0;1;1;0;0;4448,02;22448,0195;0;0;6;6;0;1;Train
806;0;0;0;0;0;458;20493;10000;0;0;6;0;1;Train
808;0;1;0;0;0;12795,1699;29795,1699;0;0;111;3;0;1;Train
809;1;1;0;0;0;15912,1504;25000;0;0;117;5;0;1;Train
810;1;1;0;0;0;8081,7798;8081,7798;0;0;39;6;0;1;Train
811;0;1;0;0;0;14114,71;14114,71;0;0;41;5;0;1;Train
812;1;0;0;1;0;0;24000;0;0;0;5;0;1;Train
813;0;0;1;0;0;6972,0698;13272,0703;6300;0;0;6;0;1;Train
814;0;0;0;0;1;16768,7598;25000;8000;0;29;3;0;1;Train
817;0;1;1;0;0;12317,2998;42317,3008;0;0;60;6;0;1;Train
818;1;0;0;0;0;9555,0303;9555,0303;0;0;14;6;0;1;Train
819;1;1;0;0;1;47502;54000;0;0;6;3;1;1;Train
820;0;0;1;0;0;11330,4697;11330,4697;0;0;120;6;0;1;Train
823;1;0;0;1;0;0;16000;0;0;0;7;0;1;Train
824;1;0;0;0;0;19575;44575;0;0;6;3;0;1;Train
825;1;1;1;0;0;12397,5;15000;0;0;32;3;0;1;Train
826;1;0;0;0;0;6040,6099;6040,6099;0;0;25;6;0;1;Train
827;0;0;1;0;0;26100;29100;3000;1;22;6;0;1;Train
829;0;0;0;0;0;1716;1716;0;0;0;4;0;1;Train
830;1;1;0;0;0;9799,7002;14799,7002;0;0;60;6;0;1;Train
832;0;1;0;0;0;950;13950;0;0;3;6;0;1;Train
833;1;0;1;0;0;3000;14041;11041;0;48;4;0;1;Train
838;1;0;0;0;0;14050,9697;18000;0;0;18;5;1;1;Train
840;1;1;0;0;0;15510,96;30510,9609;0;0;17;5;1;1;Train
841;0;0;1;0;0;3450;3000;0;0;12;4;0;1;Train
842;1;0;0;1;0;8822,0801;8822,0801;0;0;19;6;0;1;Train
844;1;1;1;0;0;31531,5;31531,5;0;0;33;5;1;1;Train
846;0;0;1;0;0;11615,4404;16000;0;0;156;5;0;1;Train
847;0;0;0;1;0;0;23000;0;0;0;6;0;1;Train
850;1;0;0;0;1;1320;8320;7000;0;0;4;0;1;Train
851;1;0;1;0;0;6357,0801;15357,0801;9000;0;60;6;0;1;Train
852;1;1;0;0;0;43281,3203;29500;11000;0;65;5;0;1;Train
853;0;0;1;0;0;24910,5;39410,5;14500;0;0;4;0;1;Train
855;1;0;1;0;0;16317,4697;15000;0;0;7;3;0;1;Train
856;0;1;0;0;0;8091,7798;7000;0;0;9;6;0;1;Train
857;0;1;1;0;0;10151,3398;25151,3398;15000;0;48;5;0;1;Train
859;0;0;0;0;0;14170,21;14170,21;0;0;11;5;0;1;Train
860;1;0;0;0;1;23551,5293;23551,5293;0;0;20;5;0;1;Train
861;1;0;1;0;1;22851,4492;22851,4492;0;1;6;4;0;1;Train
862;1;0;0;0;1;30679,9297;30679;0;0;7;6;1;1;Train
864;0;1;0;1;0;7811,1499;28500;0;0;7;5;0;1;Train
865;1;1;1;0;0;7294,6401;16314,46;0;0;88;5;1;1;Train
866;1;0;0;0;1;9528,5303;9528,5303;0;0;12;3;0;1;Train
867;0;0;0;0;1;1473;1473;0;0;25;4;0;1;Train
868;1;1;0;0;0;114088,5703;125000;0;0;167;6;0;1;Train
870;0;1;1;1;0;0;9200;4600;0;132;5;0;1;Train
871;0;0;0;0;0;4652,1001;4652,1001;0;0;12;5;0;1;Train
872;1;0;0;0;1;74603;74603;0;0;142;3;0;1;Train
873;1;0;1;0;0;4907;4907;0;0;0;6;0;1;Train
874;0;0;1;0;0;12466,9404;27000;0;0;60;5;0;1;Train
875;0;1;0;0;0;6184,25;8184,25;2000;0;11;6;0;1;Train
876;0;0;1;0;0;3102,5;4600;1500;0;0;4;0;1;Train
878;1;0;0;1;0;0;6325,5801;0;0;0;4;0;1;Train
879;0;0;0;0;0;4332,1699;4332,1699;0;0;60;6;0;1;Train
880;1;0;0;1;0;0;17400;0;0;0;4;0;1;Train
882;1;1;0;0;0;13163,3398;18000;0;0;132;5;0;1;Train
883;1;0;0;0;0;7119,6499;22119,6504;15000;0;13;4;0;1;Train
886;1;0;0;1;0;0;19000;0;0;60;5;0;1;Train
887;0;1;1;0;0;18852,2305;18852,2305;11963,4805;0;36;5;0;1;Train
888;0;1;0;0;0;36578,3594;36578,3594;0;0;25;5;0;1;Train
889;0;1;0;0;1;8874,7803;8874,7803;0;1;11;5;0;1;Train
891;1;0;0;0;0;13081,6797;35000;0;0;48;5;0;1;Train
893;1;0;0;0;1;1265;1265;0;0;0;4;0;1;Train
894;0;0;1;0;0;3900;20106;16206;0;0;4;0;1;Train
896;0;1;0;0;0;10988,75;19000;0;0;36;5;0;1;Train
897;1;0;0;0;0;3618,2;3618,2;0;0;0;4;0;1;Train
898;1;0;1;0;0;12626,1904;20000;2000;0;7;5;0;1;Train
899;1;0;0;0;0;12605,5801;22605,5801;10000;0;10;6;0;1;Train
900;1;0;1;0;1;1560;1600;0;0;0;4;0;1;Train
904;0;1;1;0;0;5032,1699;35000;13000;0;25;6;0;1;Train
906;1;0;1;0;0;3618,2;3618,2;0;0;0;4;0;1;Train
907;1;0;0;0;0;5747,2202;5747,2202;0;0;13;5;0;1;Train
908;0;0;0;0;0;13050;13050;0;0;22;6;0;1;Train
910;1;1;1;0;0;55450,6094;80000;0;0;63;3;1;1;Train
911;1;0;0;0;1;18624,1895;18624,1895;0;0;40;4;0;1;Train
913;1;0;0;0;1;5220;6333;1113;0;12;5;1;1;Train
914;0;0;1;0;0;9585,54;9585,54;0;0;14;3;0;1;Train
916;1;1;0;0;0;9616,4297;16000;0;0;29;6;1;1;Train
917;0;0;0;0;0;3110,25;3110,25;0;0;7;5;0;1;Train
918;0;1;0;0;1;25140,3906;35000;10000;1;62;3;0;1;Train
919;1;0;0;0;1;34727,5;39900;0;0;16;3;0;1;Train
920;1;0;0;0;0;24640,4004;35000;0;0;14;5;0;1;Train
923;0;0;0;0;0;5938,9199;25000;0;0;13;5;0;1;Train
924;1;0;1;0;0;10144,2695;10144,2695;0;0;22;5;0;1;Train
925;1;1;1;0;0;27511,1504;50000;0;0;39;3;0;1;Train
928;0;1;0;1;0;0;27000;1500;0;0;6;0;1;Train
930;1;1;0;0;0;19679,4395;34032,0586;0;0;9;5;0;1;Train
931;1;1;1;0;0;24854,5996;24854,5996;0;0;10;5;1;1;Train
936;0;0;1;1;0;0;12375;0;0;24;3;0;1;Train
937;1;0;0;0;1;4938;4938;0;0;60;6;0;1;Train
939;0;1;0;1;0;0;10000;0;0;0;5;0;1;Train
940;0;0;0;1;1;17758,7598;17758,7598;0;0;11;4;0;1;Train
941;0;1;1;0;0;24838,5;54838,5;0;0;49;5;0;1;Train
943;0;0;0;0;0;7240,8501;7240,8501;0;0;60;5;0;1;Train
945;0;1;0;1;0;0;23000;0;0;16;5;0;1;Train
946;1;0;0;0;0;24186;24186;0;0;9;4;0;1;Train
947;1;0;0;0;0;5916,29;5916,29;0;0;24;5;0;1;Train
948;0;0;0;0;1;10486,29;10000;0;0;10;5;0;1;Train
949;0;0;0;0;0;15043,0098;15043,0098;0;0;34;6;0;1;Train
951;1;0;0;0;0;11038,8896;11038,8896;0;0;7;7;0;1;Train
953;0;1;0;1;0;0;23200;0;0;0;5;0;1;Train
954;1;1;0;0;0;29708,7305;29708,7305;0;0;8;5;0;1;Train
957;0;0;0;0;0;28046,9004;29000;0;1;0;5;0;1;Train
959;1;1;1;0;0;36589,6406;36589,6406;0;0;207;5;1;1;Train
962;1;1;0;0;0;5979,5;16000;0;0;40;6;0;1;Train
964;1;0;1;1;1;0;13000;0;0;0;6;0;1;Train
965;0;0;0;0;1;1199;4199;3000;0;2;6;0;1;Train
967;0;1;0;0;0;9914,3398;9914,3398;0;0;147;5;0;1;Train
968;0;0;0;0;0;6495,0898;21500;15000;0;60;5;0;1;Train
969;0;0;1;0;0;1581,25;7581,25;6000;0;0;4;0;1;Train
970;1;0;1;0;0;10486,6699;10486,6699;0;0;12;3;0;1;Train
973;1;0;0;0;1;35627,2617;35630;0;0;46;5;0;1;Train
974;0;0;0;1;1;0;12000;0;0;24;4;0;1;Train
975;0;0;1;0;0;21750;21750;0;0;36;3;0;1;Train
977;1;0;1;0;0;21811,2695;21811,2695;0;0;80;6;0;1;Train
978;0;0;0;0;0;1430;1430;0;0;0;4;0;1;Train
979;1;1;0;0;0;22620;33620;9570;0;12;5;0;1;Train
980;0;1;0;0;1;11149,5303;41149,5312;30000;0;27;3;0;1;Train
981;0;1;1;0;0;11102,9502;19902,9492;8800;0;58;6;0;1;Train
982;0;0;0;0;0;5067,8999;5067,8999;0;0;77;4;0;1;Train
983;1;0;1;0;0;23808,8398;36380,0508;15000;0;87;6;0;1;Train
985;0;1;1;0;0;13050;100000;20000;0;60;3;1;1;Train
986;1;0;0;0;0;1430;1430;0;1;0;4;0;1;Train
987;1;0;0;1;0;0;30000;0;0;45;4;0;1;Train
988;1;1;0;1;0;0;25000;6000;0;60;6;0;1;Train
989;1;0;0;1;0;0;22000;0;0;0;6;0;1;Train
990;1;0;0;0;0;9599,7402;22000;0;0;18;5;0;1;Train
991;0;1;1;0;0;6500;22000;8000;0;12;5;0;1;Train
992;1;0;0;0;0;12441;12441;0;0;11;4;1;1;Train
993;1;0;0;0;1;23410,25;23410,25;0;0;43;4;0;1;Train
994;1;0;1;0;0;8772,5;15772,5;7000;0;17;6;0;1;Train
995;0;0;0;1;0;0;37000;0;0;0;3;0;1;Train
996;0;0;1;0;0;4702;4700;0;0;60;5;0;1;Train
997;1;1;0;1;0;0;13500;0;0;35;6;0;1;Train
1000;0;0;0;0;1;4200;29200;25000;0;0;4;0;1;Train
1002;0;1;0;0;0;5681,8198;8181,8198;0;0;8;5;0;1;Train
1006;1;0;0;0;0;11824,0996;40000;10000;0;7;3;0;1;Train
1007;0;1;0;1;0;0;50000;15000;0;12;6;0;1;Train
1008;0;0;0;0;0;4350;14350;10000;0;6;4;0;1;Train
1011;1;1;1;0;1;16765,9004;26765,9004;10000;1;52;5;0;1;Train
1012;1;0;0;0;0;39998,7617;40000;0;1;13;5;0;1;Train
1013;0;1;1;0;0;15199,25;30000;0;0;11;5;0;1;Train
1015;1;0;0;1;0;0;35000;0;0;17;5;0;1;Train
1017;0;1;0;0;0;7895,3198;7895,3198;0;0;15;5;0;1;Train
1018;0;1;0;0;0;12036,1699;30000;0;0;13;3;0;1;Train
1019;0;0;0;0;0;1430;1430;0;0;0;4;0;1;Train
1020;1;0;0;0;0;8099,7798;8099,7798;0;0;6;6;0;1;Train
1021;0;0;0;0;0;12326,3301;35000;0;0;12;6;0;1;Train
1022;1;0;0;0;0;12338,1797;20000;0;0;74;6;0;1;Train
1024;0;0;0;1;0;0;12000;0;0;0;5;0;1;Train
1026;0;1;0;0;0;25965,1504;40000;0;0;46;5;0;1;Train
1027;1;0;0;1;0;0;12000;0;0;0;6;0;1;Train
1028;0;1;1;1;0;0;47593,5312;0;0;0;5;0;1;Train
1031;1;0;0;0;0;775;8085,6401;7310,6401;0;0;6;0;1;Train
1032;0;1;0;0;0;8103,5;16201,5;0;0;192;6;0;1;Train
1033;0;1;0;0;0;24473,4297;24473,4297;0;0;21;5;0;1;Train
1036;1;0;1;0;0;43338,3281;43338,3281;0;1;64;4;0;1;Train
1037;1;0;0;0;0;4702;4702;0;0;60;4;0;1;Train
1038;1;0;1;0;0;19798,5801;30000;8000;0;17;5;0;1;Train
1040;1;1;0;0;1;13050;30000;0;0;9;6;0;1;Train
1041;0;1;0;0;0;42089,0117;35000;0;0;65;5;0;1;Train
1044;0;1;1;0;0;28710;100000;0;0;23;3;0;1;Train
1045;0;0;1;0;1;5220;15000;5500;0;15;5;0;1;Train
1047;0;0;0;1;0;0;10000;0;0;0;3;0;1;Train
1049;0;0;0;0;0;12000;12000;0;0;29;4;0;1;Train
1050;0;0;0;0;0;6800;6800;0;0;0;4;0;1;Train
1051;1;0;0;0;1;47860,3594;346110,375;100000;0;30;6;0;1;Train
1052;0;0;0;1;0;0;10000;0;0;19;4;0;1;Train
1053;0;1;0;0;0;1253;7253;6000;0;0;6;0;1;Train
1057;1;0;0;1;1;0;6180,5801;0;0;0;4;0;1;Train
1058;1;1;1;0;0;1990,38;22900;15000;0;60;6;0;1;Train
1059;1;0;0;0;0;33535,1211;33535,1211;0;0;16;4;1;1;Train
1060;1;0;1;0;0;12190,4697;12190,4697;0;0;60;3;0;1;Train
1061;1;1;0;0;0;21282,1699;38500;17000;0;62;3;0;1;Train
1062;0;1;0;0;0;26792,1191;26792,1191;0;0;56;5;0;1;Train
1063;0;1;0;1;0;0;12000;0;0;9;6;0;1;Train
1064;0;0;0;1;1;0;29900;10000;0;27;4;1;1;Train
1065;0;1;1;0;0;8742,1797;8742,1797;0;0;168;6;0;1;Train
1067;1;1;0;0;0;8943,75;18943,75;10000;0;60;5;0;1;Train
1070;0;0;0;1;1;0;45000;0;1;0;4;0;1;Train
1072;0;0;1;0;0;1560;3900;2340;0;0;4;0;1;Train
1073;0;0;0;0;1;6948,7002;7000;0;0;6;4;0;1;Train
1074;0;1;1;0;0;10440;50000;0;0;20;3;0;1;Train
1075;0;0;0;0;1;12471,4697;36471,4688;0;0;18;4;0;1;Train
1077;1;0;1;0;1;25754,1406;25754,1406;0;0;8;4;0;1;Train
1078;0;0;0;0;0;11304,6104;22304,6094;0;0;18;6;0;1;Train
1079;0;0;0;0;0;6357,0801;14757,0801;8400;0;60;5;0;1;Train
1080;1;1;0;0;1;12831,6904;50000;0;0;32;6;0;1;Train
1081;0;1;0;0;0;6376,75;24376,75;18000;0;36;6;0;1;Train
1082;0;1;1;0;1;22672,3301;42672,3281;20000;0;80;3;0;0;Train
